Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene ID	Gene type
FBgn0033210	FBtr0088941	FBpp0088015	U2A [Source:FlyBase;Acc:FBgn0033210]	U2A	35713	protein_coding
FBgn0026379	FBtr0300562	FBpp0289789	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0089901	FBpp0088840	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0301521	FBpp0290736	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0089902	FBpp0088841	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0089904	FBpp0088843	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0089905	FBpp0088844	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0026379	FBtr0089900	FBpp0088839	Pten [Source:FlyBase;Acc:FBgn0026379]	Pten	43991	protein_coding
FBgn0029913	FBtr0071041	FBpp0071000	Cht11 [Source:FlyBase;Acc:FBgn0029913]	Cht11	31630	protein_coding
FBgn0036579	FBtr0075457	FBpp0075212	CG5027 [Source:UniProtKB/TrEMBL;Acc:Q961B9]	CG5027	39775	protein_coding
FBgn0030973	FBtr0342877	FBpp0309678	Ubiquitin carboxyl-terminal hydrolase FAM188A homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9VWN5]	CG7332	32885	protein_coding
FBgn0030973	FBtr0074647	FBpp0074418	Ubiquitin carboxyl-terminal hydrolase FAM188A homolog [Source:UniProtKB/Swiss-Prot;Acc:Q9VWN5]	CG7332	32885	protein_coding
FBgn0033404	FBtr0088503	FBpp0087587	Odorant receptor 45a [Source:FlyBase;Acc:FBgn0033404]	Or45a	35958	protein_coding
FBgn0039881	FBtr0344004	FBpp0310456	CG1971, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9V9T0]	CG1971	43755	protein_coding
FBgn0039881	FBtr0085847	FBpp0085206	CG1971, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9V9T0]	CG1971	43755	protein_coding
FBgn0039881	FBtr0085848	FBpp0085207	CG1971, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9V9T0]	CG1971	43755	protein_coding
FBgn0039881	FBtr0305131	FBpp0293661	CG1971, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9V9T0]	CG1971	43755	protein_coding
FBgn0024293	FBtr0100356	FBpp0099762	Serpin 43Ab [Source:FlyBase;Acc:FBgn0024293]	Spn43Ab	45040	protein_coding
FBgn0025608	FBtr0343115	FBpp0309814	Fas-associated factor [Source:FlyBase;Acc:FBgn0025608]	Faf	35129	protein_coding
FBgn0025608	FBtr0081126	FBpp0080670	Fas-associated factor [Source:FlyBase;Acc:FBgn0025608]	Faf	35129	protein_coding
FBgn0261501	FBtr0302392	FBpp0291587	-	CG42649	10178935	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772314	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772129	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	318846	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772096	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772319	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772317	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771893	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772666	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772325	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772211	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	41773	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772708	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772172	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772519	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771947	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771854	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772254	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771908	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772113	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771935	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771938	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3772509	protein_coding
FBgn0053891	FBtr0091895	FBpp0091136	His4:CG33891 [Source:FlyBase;Acc:FBgn0053891]	His4:CG33891	3771941	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772314	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772129	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	318846	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772096	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772319	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772317	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771893	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772666	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772325	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772211	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	41773	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772708	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772172	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772519	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771947	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771854	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772254	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771908	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772113	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771935	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771938	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3772509	protein_coding
FBgn0051611	FBtr0085926	FBpp0085280	His4:CG31611 [Source:FlyBase;Acc:FBgn0051611]	His4:CG31611	3771941	protein_coding
FBgn0266803	FBtr0345475	-	-	CR45265	-	lincRNA
FBgn0267506	FBtr0346877	-	ribosomal RNA primary transcript:CR45846 [Source:FlyBase;Acc:FBgn0267506]	pre-rRNA:CR45846	-	rRNA
FBgn0065094	FBtr0091921	-	small non-messenger RNA 419 [Source:FlyBase;Acc:FBgn0065094]	snmRNA:419	-	lincRNA
FBgn0034814	FBtr0071984	FBpp0071893	CG9890 [Source:UniProtKB/TrEMBL;Acc:Q9W1V7]	CG9890	37659	protein_coding
FBgn0020930	FBtr0339705	FBpp0308762	Diacyl glycerol kinase epsilon [Source:FlyBase;Acc:FBgn0020930]	Dgkepsilon	36408	protein_coding
FBgn0020930	FBtr0087853	FBpp0086966	Diacyl glycerol kinase epsilon [Source:FlyBase;Acc:FBgn0020930]	Dgkepsilon	36408	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772314	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772129	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	318846	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772096	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772319	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772317	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771893	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772666	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772325	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772211	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	41773	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772708	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772172	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772519	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771947	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771854	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772254	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771908	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772113	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771935	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771938	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3772509	protein_coding
FBgn0053901	FBtr0091905	FBpp0091146	His4:CG33901 [Source:FlyBase;Acc:FBgn0053901]	His4:CG33901	3771941	protein_coding
FBgn0038339	FBtr0113239	FBpp0112151	CG6118, isoform C [Source:UniProtKB/TrEMBL;Acc:A8JR16]	CG6118	41884	protein_coding
FBgn0038339	FBtr0334631	FBpp0306693	CG6118, isoform C [Source:UniProtKB/TrEMBL;Acc:A8JR16]	CG6118	41884	protein_coding
FBgn0038339	FBtr0113240	FBpp0112152	CG6118, isoform C [Source:UniProtKB/TrEMBL;Acc:A8JR16]	CG6118	41884	protein_coding
FBgn0025936	FBtr0301285	FBpp0290500	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0025936	FBtr0089083	FBpp0088152	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0025936	FBtr0089085	FBpp0088154	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0025936	FBtr0089084	FBpp0088153	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0025936	FBtr0089086	FBpp0088155	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0025936	FBtr0089082	FBpp0088151	Eph receptor tyrosine kinase [Source:FlyBase;Acc:FBgn0025936]	Eph	43803	protein_coding
FBgn0032660	FBtr0302031	FBpp0291241	elfless [Source:FlyBase;Acc:FBgn0032660]	elfless	35076	protein_coding
FBgn0032660	FBtr0302030	FBpp0291240	elfless [Source:FlyBase;Acc:FBgn0032660]	elfless	35076	protein_coding
FBgn0034971	FBtr0302165	FBpp0291375	CG3209, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LGJ9]	CG3209	37852	protein_coding
FBgn0034971	FBtr0343337	FBpp0309995	CG3209, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LGJ9]	CG3209	37852	protein_coding
FBgn0034971	FBtr0343336	FBpp0309994	CG3209, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LGJ9]	CG3209	37852	protein_coding
FBgn0034971	FBtr0072179	FBpp0072088	CG3209, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LGJ9]	CG3209	37852	protein_coding
FBgn0261287	FBtr0084895	FBpp0084269	yellow-emperor [Source:FlyBase;Acc:FBgn0261287]	ymp	43088	protein_coding
FBgn0261287	FBtr0344092	FBpp0310517	yellow-emperor [Source:FlyBase;Acc:FBgn0261287]	ymp	43088	protein_coding
FBgn0261287	FBtr0084894	FBpp0084268	yellow-emperor [Source:FlyBase;Acc:FBgn0261287]	ymp	43088	protein_coding
FBgn0261287	FBtr0344091	FBpp0310516	yellow-emperor [Source:FlyBase;Acc:FBgn0261287]	ymp	43088	protein_coding
FBgn0050115	FBtr0300421	FBpp0289650	Guanine nucleotide exchange factor in mesoderm [Source:FlyBase;Acc:FBgn0050115]	GEFmeso	37134	protein_coding
FBgn0050115	FBtr0310055	FBpp0301756	Guanine nucleotide exchange factor in mesoderm [Source:FlyBase;Acc:FBgn0050115]	GEFmeso	37134	protein_coding
FBgn0050115	FBtr0340387	FBpp0309333	Guanine nucleotide exchange factor in mesoderm [Source:FlyBase;Acc:FBgn0050115]	GEFmeso	37134	protein_coding
FBgn0034127	FBtr0087160	FBpp0086304	CG7848 [Source:UniProtKB/TrEMBL;Acc:Q7K3R0]	CG7848	36839	protein_coding
FBgn0035811	FBtr0076808	FBpp0076520	Probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9VSA3]	CG12262	38864	protein_coding
FBgn0050147	FBtr0086255	FBpp0085567	Hillarin [Source:FlyBase;Acc:FBgn0050147]	Hil	37328	protein_coding
FBgn0050147	FBtr0086256	FBpp0085568	Hillarin [Source:FlyBase;Acc:FBgn0050147]	Hil	37328	protein_coding
FBgn0021944	FBtr0346584	FBpp0312175	Coproporphyrinogen oxidase [Source:FlyBase;Acc:FBgn0021944]	Coprox	44701	protein_coding
FBgn0021944	FBtr0079352	FBpp0078980	Coproporphyrinogen oxidase [Source:FlyBase;Acc:FBgn0021944]	Coprox	44701	protein_coding
FBgn0265724	FBtr0340667	-	-	CR44531	-	lincRNA
FBgn0053108	FBtr0084504	FBpp0083892	UPF0692 protein CG33108 [Source:UniProtKB/Swiss-Prot;Acc:Q9VCE8]	CG33108	326257	protein_coding
FBgn0053108	FBtr0300647	FBpp0289872	UPF0692 protein CG33108 [Source:UniProtKB/Swiss-Prot;Acc:Q9VCE8]	CG33108	326257	protein_coding
FBgn0036499	FBtr0075546	FBpp0075301	CG7276 [Source:UniProtKB/TrEMBL;Acc:Q7KUM9]	CG7276	39668	protein_coding
FBgn0053160	FBtr0073102	FBpp0072964	-	CG33160	326265	protein_coding
FBgn0033806	FBtr0087736	FBpp0086849	FLASH ortholog [Source:FlyBase;Acc:FBgn0033806]	FLASH	36455	protein_coding
FBgn0033806	FBtr0087737	FBpp0086850	FLASH ortholog [Source:FlyBase;Acc:FBgn0033806]	FLASH	36455	protein_coding
FBgn0266623	FBtr0344907	-	-	CR45130	-	lincRNA
FBgn0033501	FBtr0339454	FBpp0308540	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0033501	FBtr0339451	FBpp0308537	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0033501	FBtr0339452	FBpp0308538	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0033501	FBtr0289962	FBpp0288400	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0033501	FBtr0088336	FBpp0087425	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0033501	FBtr0339453	FBpp0308539	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A0A0B4LF44]	CG12911	36081	protein_coding
FBgn0264911	FBtr0345943	FBpp0311857	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4KED2]	CG44102	14462537	protein_coding
FBgn0264911	FBtr0345944	FBpp0311858	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4KED2]	CG44102	14462537	protein_coding
FBgn0262846	FBtr0306142	FBpp0297279	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4K684]	CG43210	13084062	protein_coding
FBgn0262846	FBtr0346522	FBpp0312140	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4K684]	CG43210	13084062	protein_coding
FBgn0262846	FBtr0346521	FBpp0312139	Uncharacterized protein, isoform B [Source:UniProtKB/TrEMBL;Acc:A0A0B4K684]	CG43210	13084062	protein_coding
FBgn0031550	FBtr0077529	FBpp0077218	Che-13 ortholog (C. elegans) [Source:FlyBase;Acc:FBgn0031550]	Che-13	33579	protein_coding
FBgn0265042	FBtr0336478	FBpp0307581	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336475	FBpp0307578	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336479	FBpp0307582	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336474	FBpp0307577	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336473	FBpp0307576	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336476	FBpp0307579	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0265042	FBtr0336477	FBpp0307580	Inwardly rectifying potassium channel 1 [Source:FlyBase;Acc:FBgn0265042]	Irk1	42742	protein_coding
FBgn0051460	FBtr0081873	FBpp0081362	Protein KRTCAP2 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q8INQ7]	CG31460	318747	protein_coding
FBgn0051460	FBtr0339327	FBpp0308428	Protein KRTCAP2 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q8INQ7]	CG31460	318747	protein_coding
FBgn0032424	FBtr0080354	FBpp0079936	Ribokinase [Source:UniProtKB/TrEMBL;Acc:Q9VK96]	CG17010	34650	protein_coding
FBgn0267234	FBtr0346405	-	-	CR45674	-	lincRNA
FBgn0264442	FBtr0332557	FBpp0304815	abrupt [Source:FlyBase;Acc:FBgn0264442]	ab	34560	protein_coding
FBgn0264442	FBtr0332562	FBpp0304820	abrupt [Source:FlyBase;Acc:FBgn0264442]	ab	34560	protein_coding
FBgn0264442	FBtr0332558	FBpp0304816	abrupt [Source:FlyBase;Acc:FBgn0264442]	ab	34560	protein_coding
FBgn0264442	FBtr0332561	FBpp0304819	abrupt [Source:FlyBase;Acc:FBgn0264442]	ab	34560	protein_coding
FBgn0264442	FBtr0332560	FBpp0304818	abrupt [Source:FlyBase;Acc:FBgn0264442]	ab	34560	protein_coding
FBgn0263869	FBtr0329834	-	-	CR43716	-	lincRNA
FBgn0029176	FBtr0085392	FBpp0084761	Ef1gamma [Source:FlyBase;Acc:FBgn0029176]	Ef1gamma	44791	protein_coding
FBgn0029176	FBtr0302442	FBpp0291632	Ef1gamma [Source:FlyBase;Acc:FBgn0029176]	Ef1gamma	44791	protein_coding
FBgn0029176	FBtr0085393	FBpp0084762	Ef1gamma [Source:FlyBase;Acc:FBgn0029176]	Ef1gamma	44791	protein_coding
FBgn0085423	FBtr0112638	FBpp0111550	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0085423	FBtr0306335	FBpp0297431	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0085423	FBtr0112641	FBpp0111553	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0085423	FBtr0112639	FBpp0111551	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0085423	FBtr0332409	FBpp0304682	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0085423	FBtr0306333	FBpp0297429	Uncharacterized protein, isoform E [Source:UniProtKB/TrEMBL;Acc:R9PY62]	CG34394	33552	protein_coding
FBgn0035430	FBtr0073053	FBpp0072917	LP10131p [Source:UniProtKB/TrEMBL;Acc:Q9VZR6]	CG12009	38405	protein_coding
FBgn0035430	FBtr0308314	FBpp0300633	LP10131p [Source:UniProtKB/TrEMBL;Acc:Q9VZR6]	CG12009	38405	protein_coding
FBgn0033830	FBtr0087720	FBpp0086837	LP01339p [Source:UniProtKB/TrEMBL;Acc:Q7K4A8]	CG10814	36481	protein_coding
FBgn0050424	FBtr0113377	FBpp0112289	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A8DYP7]	CG30424	246606	protein_coding
FBgn0050424	FBtr0113376	FBpp0112288	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A8DYP7]	CG30424	246606	protein_coding
FBgn0050424	FBtr0343511	FBpp0310116	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A8DYP7]	CG30424	246606	protein_coding
FBgn0050424	FBtr0113375	FBpp0112287	Uncharacterized protein, isoform D [Source:UniProtKB/TrEMBL;Acc:A8DYP7]	CG30424	246606	protein_coding
FBgn0264941	FBtr0335121	-	-	CR44110	-	lincRNA
FBgn0000427	FBtr0309795	FBpp0301548	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0000427	FBtr0071146	FBpp0071098	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0000427	FBtr0071145	FBpp0071097	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0000427	FBtr0310269	FBpp0301952	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0000427	FBtr0071147	FBpp0071099	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0000427	FBtr0309796	FBpp0301549	defective chorion 1 [Source:FlyBase;Acc:FBgn0000427]	dec-1	31691	protein_coding
FBgn0038487	FBtr0083415	FBpp0082856	TweedleW [Source:FlyBase;Acc:FBgn0038487]	TwdlW	42075	protein_coding
FBgn0030485	FBtr0073787	FBpp0073618	CG1998, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VYD2]	CG1998	32300	protein_coding
FBgn0030485	FBtr0301560	FBpp0290775	CG1998, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VYD2]	CG1998	32300	protein_coding
FBgn0030485	FBtr0343148	FBpp0309847	CG1998, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VYD2]	CG1998	32300	protein_coding
FBgn0031279	FBtr0331652	FBpp0304042	CG3544, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VPT2]	CG3544	33252	protein_coding
FBgn0031279	FBtr0078007	FBpp0077672	CG3544, isoform A [Source:UniProtKB/TrEMBL;Acc:Q9VPT2]	CG3544	33252	protein_coding
FBgn0033283	FBtr0088739	FBpp0087818	LP02810p [Source:UniProtKB/TrEMBL;Acc:Q5BI51]	CG11635	35808	protein_coding
