Gene stable ID	Transcript stable ID	Protein stable ID	Gene description	Gene name	NCBI gene (formerly Entrezgene) ID	Gene type
FBgn0003218	FBtr0340289	FBpp0309250	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0301532	FBpp0290747	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0301534	FBpp0290749	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0100195	FBpp0099561	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0301533	FBpp0290748	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0100194	FBpp0099560	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0331717	FBpp0304106	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0301535	FBpp0290750	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0073823	FBpp0073654	-	rdgB	32340	protein_coding
FBgn0003218	FBtr0073822	FBpp0073653	-	rdgB	32340	protein_coding
FBgn0051636	FBtr0343865	FBpp0310404	-	CG31636	318865	protein_coding
FBgn0051636	FBtr0079324	FBpp0078953	-	CG31636	318865	protein_coding
FBgn0283682	FBtr0080232	FBpp0079819	-	Ge-1	34541	protein_coding
FBgn0283682	FBtr0080231	FBpp0079818	-	Ge-1	34541	protein_coding
FBgn0033141	FBtr0300063	FBpp0289340	-	CG12831	35631	protein_coding
FBgn0033141	FBtr0345466	FBpp0311584	-	CG12831	35631	protein_coding
FBgn0085315	FBtr0335422	FBpp0307405	-	CG34286	5740178	protein_coding
FBgn0085315	FBtr0112482	FBpp0111395	-	CG34286	5740178	protein_coding
FBgn0266101	FBtr0343560	FBpp0310161	-	CG44838	39099	protein_coding
FBgn0266101	FBtr0343558	FBpp0310159	-	CG44838	39099	protein_coding
FBgn0266101	FBtr0343556	FBpp0310157	-	CG44838	39099	protein_coding
FBgn0266101	FBtr0343557	FBpp0310158	-	CG44838	39099	protein_coding
FBgn0266101	FBtr0343559	FBpp0310160	-	CG44838	39099	protein_coding
FBgn0266101	FBtr0343555	FBpp0310156	-	CG44838	39099	protein_coding
FBgn0050018	FBtr0304706	FBpp0293249	-	mthl13	246395	protein_coding
FBgn0265070	FBtr0336849	-	-	asRNA:CR44181	-	ncRNA
FBgn0035677	FBtr0332063	FBpp0304373	-	CG13293	38695	protein_coding
FBgn0035677	FBtr0332061	FBpp0304371	-	CG13293	38695	protein_coding
FBgn0035677	FBtr0332062	FBpp0304372	-	CG13293	38695	protein_coding
FBgn0035677	FBtr0332064	FBpp0304374	-	CG13293	38695	protein_coding
FBgn0025683	FBtr0078153	FBpp0077812	-	CG3164	33171	protein_coding
FBgn0025683	FBtr0078155	FBpp0089109	-	CG3164	33171	protein_coding
FBgn0025683	FBtr0100379	FBpp0099791	-	CG3164	33171	protein_coding
FBgn0025683	FBtr0078154	FBpp0077813	-	CG3164	33171	protein_coding
FBgn0275432	FBtr0392913	-	-	asRNA:CR46264	-	ncRNA
FBgn0267671	FBtr0347161	-	-	lncRNA:CR46007	-	ncRNA
FBgn0050016	FBtr0088241	FBpp0087336	-	CG30016	246393	protein_coding
FBgn0033658	FBtr0088062	FBpp0087168	-	Twdlbeta	36265	protein_coding
FBgn0052082	FBtr0076216	FBpp0075945	-	IRSp53	39258	protein_coding
FBgn0052082	FBtr0334096	FBpp0306220	-	IRSp53	39258	protein_coding
FBgn0052082	FBtr0344833	FBpp0311148	-	IRSp53	39258	protein_coding
FBgn0052082	FBtr0113422	FBpp0112334	-	IRSp53	39258	protein_coding
FBgn0031673	FBtr0079035	FBpp0078671	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0301906	FBpp0291120	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0079034	FBpp0078670	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0079033	FBpp0078669	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0301905	FBpp0291119	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0333539	FBpp0305719	-	CG31650	326150	protein_coding
FBgn0031673	FBtr0301907	FBpp0291121	-	CG31650	326150	protein_coding
FBgn0000287	FBtr0080236	FBpp0079823	-	salr	34568	protein_coding
FBgn0000287	FBtr0307093	FBpp0297936	-	salr	34568	protein_coding
FBgn0000287	FBtr0080235	FBpp0079822	-	salr	34568	protein_coding
FBgn0011836	FBtr0076361	FBpp0076090	-	Taf2	39164	protein_coding
FBgn0011836	FBtr0332688	FBpp0304934	-	Taf2	39164	protein_coding
FBgn0286929	FBtr0475191	FBpp0423290	-	CG46426	-	protein_coding
FBgn0029860	FBtr0346642	FBpp0312222	-	CG15891	3772383	protein_coding
FBgn0029860	FBtr0100319	FBpp0099724	-	CG15891	3772383	protein_coding
FBgn0032339	FBtr0343622	FBpp0310217	-	Wdr59	34540	protein_coding
FBgn0032339	FBtr0080196	FBpp0079785	-	Wdr59	34540	protein_coding
FBgn0036134	FBtr0300785	FBpp0290009	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0332654	FBpp0304900	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0301967	FBpp0291179	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0300786	FBpp0290010	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0332653	FBpp0304899	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0300784	FBpp0290008	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0300783	FBpp0290007	-	FoxK	39252	protein_coding
FBgn0036134	FBtr0332652	FBpp0304898	-	FoxK	39252	protein_coding
FBgn0053198	FBtr0089842	FBpp0088783	-	pen-2	251430	protein_coding
FBgn0053198	FBtr0340331	FBpp0309291	-	pen-2	251430	protein_coding
FBgn0041249	FBtr0077902	FBpp0077568	-	Gr22f	117349	protein_coding
FBgn0032398	FBtr0080308	FBpp0079892	-	CG6766	34619	protein_coding
FBgn0036820	FBtr0075063	FBpp0074830	-	Grx1	40053	protein_coding
FBgn0036820	FBtr0308813	FBpp0300970	-	Grx1	40053	protein_coding
FBgn0035742	FBtr0076925	FBpp0076634	-	Acbp4	38781	protein_coding
FBgn0028968	FBtr0301290	FBpp0290505	-	gammaCOP	43717	protein_coding
FBgn0028968	FBtr0330096	FBpp0303129	-	gammaCOP	43717	protein_coding
FBgn0028968	FBtr0085794	FBpp0085155	-	gammaCOP	43717	protein_coding
FBgn0028968	FBtr0085793	FBpp0085154	-	gammaCOP	43717	protein_coding
FBgn0286199	FBtr0084600	FBpp0083984	-	shps	42892	protein_coding
FBgn0037191	FBtr0078534	FBpp0078186	-	CG14448	40497	protein_coding
FBgn0265595	FBtr0340339	FBpp0309298	-	CG44422	32063	protein_coding
FBgn0265595	FBtr0340335	FBpp0309294	-	CG44422	32063	protein_coding
FBgn0265595	FBtr0340336	FBpp0309295	-	CG44422	32063	protein_coding
FBgn0265595	FBtr0340337	FBpp0309296	-	CG44422	32063	protein_coding
FBgn0265595	FBtr0340340	FBpp0309299	-	CG44422	32063	protein_coding
FBgn0265595	FBtr0340338	FBpp0309297	-	CG44422	32063	protein_coding
FBgn0267256	FBtr0346469	-	-	lncRNA:CR45692	-	ncRNA
FBgn0264473	FBtr0332740	-	-	lncRNA:CR43881	-	ncRNA
FBgn0264473	FBtr0332741	-	-	lncRNA:CR43881	-	ncRNA
FBgn0001150	FBtr0070460	FBpp0070444	-	gt	31227	protein_coding
FBgn0267728	FBtr0088027	FBpp0087134	-	otk2	36284	protein_coding
FBgn0053742	FBtr0091740	-	-	snmRNA:430p	-	ncRNA
FBgn0031224	FBtr0078116	FBpp0077775	-	CG11454	33175	protein_coding
FBgn0035445	FBtr0073077	FBpp0072939	-	Ids	38423	protein_coding
FBgn0262743	FBtr0081392	FBpp0080922	-	Fs(2)Ket	35336	protein_coding
FBgn0262743	FBtr0305586	FBpp0294037	-	Fs(2)Ket	35336	protein_coding
FBgn0262743	FBtr0305587	FBpp0294038	-	Fs(2)Ket	35336	protein_coding
FBgn0262743	FBtr0305585	FBpp0294036	-	Fs(2)Ket	35336	protein_coding
FBgn0262743	FBtr0305584	FBpp0294035	-	Fs(2)Ket	35336	protein_coding
FBgn0024364	FBtr0070212	FBpp0070205	-	CG11417	31083	protein_coding
FBgn0050265	FBtr0071891	FBpp0071802	-	CG30265	37622	protein_coding
FBgn0050265	FBtr0343180	FBpp0309870	-	CG30265	37622	protein_coding
FBgn0033766	FBtr0306684	FBpp0297623	-	Nup188	36397	protein_coding
FBgn0033766	FBtr0302596	FBpp0291752	-	Nup188	36397	protein_coding
FBgn0031628	FBtr0077381	FBpp0077073	-	CG3294	33677	protein_coding
FBgn0031628	FBtr0077382	FBpp0077074	-	CG3294	33677	protein_coding
FBgn0053383	FBtr0086375	-	-	5SrRNA:CR33383	-	rRNA
FBgn0265597	FBtr0340353	FBpp0309311	-	rad	32253	protein_coding
FBgn0265597	FBtr0340351	FBpp0309309	-	rad	32253	protein_coding
FBgn0265597	FBtr0340354	FBpp0309312	-	rad	32253	protein_coding
FBgn0265597	FBtr0340350	FBpp0309308	-	rad	32253	protein_coding
FBgn0265597	FBtr0340355	FBpp0309313	-	rad	32253	protein_coding
FBgn0265597	FBtr0340352	FBpp0309310	-	rad	32253	protein_coding
FBgn0028543	FBtr0080618	FBpp0080191	-	NimB2	260645	protein_coding
FBgn0086046	FBtr0114322	-	-	snoRNA:Me28S-A1705	-	snoRNA
FBgn0266844	FBtr0345572	-	-	lncRNA:CR45306	-	ncRNA
FBgn0266322	FBtr0344053	-	-	asRNA:CR44987	-	ncRNA
FBgn0266322	FBtr0344052	-	-	asRNA:CR44987	-	ncRNA
FBgn0033092	FBtr0306112	FBpp0297249	-	CG9422	35574	protein_coding
FBgn0033092	FBtr0086121	FBpp0085455	-	CG9422	35574	protein_coding
FBgn0033092	FBtr0086120	FBpp0085454	-	CG9422	35574	protein_coding
FBgn0050183	FBtr0345467	FBpp0311585	-	CG30183	37749	protein_coding
FBgn0050183	FBtr0072099	FBpp0072008	-	CG30183	37749	protein_coding
FBgn0027083	FBtr0082895	FBpp0082356	-	MetRS-m	41733	protein_coding
FBgn0027083	FBtr0337021	FBpp0307950	-	MetRS-m	41733	protein_coding
FBgn0027083	FBtr0347148	FBpp0312479	-	MetRS-m	41733	protein_coding
FBgn0261504	FBtr0302398	-	-	7SLRNA:CR42652	-	ncRNA
FBgn0036956	FBtr0074827	FBpp0074596	-	CG13813	40218	protein_coding
FBgn0039482	FBtr0085103	FBpp0084473	-	CG14258	43260	protein_coding
FBgn0030577	FBtr0073935	FBpp0073752	-	CG5334	32402	protein_coding
FBgn0030148	FBtr0346168	FBpp0311996	-	CG3106	31909	protein_coding
FBgn0030148	FBtr0071403	FBpp0071338	-	CG3106	31909	protein_coding
FBgn0037060	FBtr0331854	FBpp0304238	-	CG10508	40342	protein_coding
FBgn0037060	FBtr0307387	FBpp0298376	-	CG10508	40342	protein_coding
FBgn0037060	FBtr0307385	FBpp0298374	-	CG10508	40342	protein_coding
FBgn0037060	FBtr0307386	FBpp0298375	-	CG10508	40342	protein_coding
FBgn0026876	FBtr0070245	FBpp0070235	-	CG11403	31072	protein_coding
FBgn0040509	FBtr0080414	FBpp0079995	-	ACXB	53427	protein_coding
FBgn0266261	FBtr0343913	FBpp0310416	-	CG44956	19835010	protein_coding
FBgn0032551	FBtr0080688	FBpp0080250	-	CG18636	2768923	protein_coding
FBgn0266593	FBtr0344815	-	-	lncRNA:CR45118	-	ncRNA
FBgn0024836	FBtr0088214	FBpp0087309	-	stan	36125	protein_coding
FBgn0024836	FBtr0304900	FBpp0293439	-	stan	36125	protein_coding
FBgn0024836	FBtr0300578	FBpp0289805	-	stan	36125	protein_coding
FBgn0024836	FBtr0339463	FBpp0308549	-	stan	36125	protein_coding
FBgn0024836	FBtr0303223	FBpp0292315	-	stan	36125	protein_coding
FBgn0024836	FBtr0330601	FBpp0303451	-	stan	36125	protein_coding
FBgn0024836	FBtr0304899	FBpp0293438	-	stan	36125	protein_coding
FBgn0285943	FBtr0087126	FBpp0086272	-	knon	36845	protein_coding
FBgn0031757	FBtr0079172	FBpp0078803	-	Ucp4C	33832	protein_coding
FBgn0011971	FBtr0082919	-	-	tRNA:Ser-GCT-2-2	-	tRNA
FBgn0030608	FBtr0340427	FBpp0309373	-	Lsd-2	32437	protein_coding
FBgn0030608	FBtr0110968	FBpp0110268	-	Lsd-2	32437	protein_coding
FBgn0030608	FBtr0073967	FBpp0073784	-	Lsd-2	32437	protein_coding
FBgn0030608	FBtr0340428	FBpp0309374	-	Lsd-2	32437	protein_coding
FBgn0030608	FBtr0346060	FBpp0311908	-	Lsd-2	32437	protein_coding
FBgn0023534	FBtr0070080	FBpp0070079	-	CG17778	30996	protein_coding
FBgn0023534	FBtr0340145	FBpp0309131	-	CG17778	30996	protein_coding
FBgn0020391	FBtr0087728	FBpp0086841	-	Nrk	36445	protein_coding
FBgn0037200	FBtr0078552	FBpp0078203	-	CG11109	40507	protein_coding
FBgn0037200	FBtr0078553	FBpp0078204	-	CG11109	40507	protein_coding
FBgn0036970	FBtr0331816	FBpp0304200	-	Spn77Bc	40236	protein_coding
FBgn0036970	FBtr0078172	FBpp0077830	-	Spn77Bc	40236	protein_coding
FBgn0024191	FBtr0345545	FBpp0311644	-	sip1	44238	protein_coding
FBgn0024191	FBtr0079134	FBpp0078765	-	sip1	44238	protein_coding
FBgn0063499	FBtr0344195	FBpp0310604	-	GstE10	37105	protein_coding
FBgn0063499	FBtr0086726	FBpp0085905	-	GstE10	37105	protein_coding
FBgn0031107	FBtr0301344	FBpp0290558	-	HERC2	33035	protein_coding
FBgn0050056	FBtr0087823	FBpp0086936	-	CG30056	246422	protein_coding
FBgn0038965	FBtr0084229	FBpp0083624	-	mats	42634	protein_coding
FBgn0038965	FBtr0345205	FBpp0311400	-	mats	42634	protein_coding
FBgn0038965	FBtr0337044	FBpp0307973	-	mats	42634	protein_coding
FBgn0262127	FBtr0344383	FBpp0310756	-	kibra	41783	protein_coding
FBgn0262127	FBtr0100008	FBpp0099467	-	kibra	41783	protein_coding
FBgn0260643	FBtr0300948	FBpp0290170	-	CG42535	8674023	protein_coding
FBgn0036498	FBtr0075544	FBpp0075299	-	CG13455	39667	protein_coding
FBgn0017581	FBtr0082534	FBpp0082008	-	Lk6	44672	protein_coding
FBgn0017581	FBtr0082535	FBpp0082009	-	Lk6	44672	protein_coding
FBgn0037456	FBtr0081703	FBpp0081201	-	CG1138	40805	protein_coding
FBgn0264549	FBtr0333249	-	-	lncRNA:CR43928	-	ncRNA
FBgn0264549	FBtr0345782	-	-	lncRNA:CR43928	-	ncRNA
FBgn0037611	FBtr0081903	FBpp0081386	-	CG11755	41031	protein_coding
FBgn0037611	FBtr0337072	FBpp0307997	-	CG11755	41031	protein_coding
FBgn0024184	FBtr0340627	FBpp0309491	-	unc-4	32757	protein_coding
FBgn0024184	FBtr0340628	FBpp0309492	-	unc-4	32757	protein_coding
FBgn0024184	FBtr0340626	FBpp0309490	-	unc-4	32757	protein_coding
FBgn0011761	FBtr0345745	FBpp0311766	-	dhd	31444	protein_coding
FBgn0011761	FBtr0070749	FBpp0070717	-	dhd	31444	protein_coding
FBgn0262807	FBtr0305948	FBpp0297090	-	CG43178	13084051	protein_coding
FBgn0262807	FBtr0346950	FBpp0312415	-	CG43178	13084051	protein_coding
FBgn0262807	FBtr0339456	FBpp0308542	-	CG43178	13084051	protein_coding
FBgn0036480	FBtr0075638	FBpp0075391	-	Cep135	39647	protein_coding
FBgn0036480	FBtr0333853	FBpp0305986	-	Cep135	39647	protein_coding
FBgn0036480	FBtr0303375	FBpp0292437	-	Cep135	39647	protein_coding
FBgn0053285	FBtr0078325	FBpp0077981	-	CG33285	2768988	protein_coding
FBgn0262901	FBtr0306315	-	-	lncRNA:CR43256	-	ncRNA
FBgn0262901	FBtr0306314	-	-	lncRNA:CR43256	-	ncRNA
FBgn0263034	FBtr0306914	FBpp0297768	-	CG43329	12798461	protein_coding
FBgn0035083	FBtr0100389	FBpp0099803	-	Tina-1	37989	protein_coding
FBgn0035083	FBtr0072411	FBpp0072317	-	Tina-1	37989	protein_coding
FBgn0264440	FBtr0332532	-	-	lncRNA:CR43858	-	ncRNA
FBgn0054006	FBtr0344481	-	-	lncRNA:CR34006	-	ncRNA
FBgn0025624	FBtr0070375	FBpp0070359	-	CG4025	31177	protein_coding
FBgn0053446	FBtr0086438	-	-	5SrRNA:CR33446	-	rRNA
FBgn0040341	FBtr0070163	FBpp0070158	-	CG11664	31033	protein_coding
FBgn0034928	FBtr0072135	FBpp0072044	-	CG13562	37797	protein_coding
FBgn0034928	FBtr0305988	FBpp0297130	-	CG13562	37797	protein_coding
FBgn0267674	FBtr0347163	-	-	lncRNA:CR46010	-	ncRNA
FBgn0051546	FBtr0078737	FBpp0078386	-	CG31546	40691	protein_coding
FBgn0265605	FBtr0300576	FBpp0289803	-	Ric	36776	protein_coding
FBgn0265605	FBtr0087254	FBpp0086392	-	Ric	36776	protein_coding
FBgn0031467	FBtr0077618	FBpp0077304	-	Cpr23B	33480	protein_coding
FBgn0032407	FBtr0080326	FBpp0079908	-	Pex19	34630	protein_coding
FBgn0032407	FBtr0342602	FBpp0309544	-	Pex19	34630	protein_coding
FBgn0265150	FBtr0336988	-	-	lncRNA:CR44219	-	ncRNA
FBgn0037992	FBtr0082550	FBpp0082023	-	CG4702	41472	protein_coding
FBgn0037992	FBtr0308292	FBpp0300611	-	CG4702	41472	protein_coding
FBgn0037992	FBtr0308294	FBpp0300613	-	CG4702	41472	protein_coding
FBgn0037992	FBtr0308293	FBpp0300612	-	CG4702	41472	protein_coding
FBgn0015754	FBtr0087236	FBpp0086375	-	Lis-1	36791	protein_coding
FBgn0015754	FBtr0087240	FBpp0086379	-	Lis-1	36791	protein_coding
FBgn0015754	FBtr0304747	FBpp0293289	-	Lis-1	36791	protein_coding
FBgn0015754	FBtr0087241	FBpp0089100	-	Lis-1	36791	protein_coding
FBgn0262006	FBtr0303830	FBpp0292837	-	CG42824	10178873	protein_coding
FBgn0266688	FBtr0345055	-	-	lncRNA:CR45178	-	ncRNA
FBgn0262812	FBtr0306056	FBpp0297198	-	CG43183	12798381	protein_coding
FBgn0038716	FBtr0083777	FBpp0083191	-	CG7342	42335	protein_coding
FBgn0038716	FBtr0304745	FBpp0293287	-	CG7342	42335	protein_coding
FBgn0000617	FBtr0074463	FBpp0074237	-	e(y)1	32762	protein_coding
FBgn0020294	FBtr0078324	FBpp0077980	-	ko	40330	protein_coding
FBgn0020294	FBtr0333449	FBpp0305640	-	ko	40330	protein_coding
FBgn0029657	FBtr0344078	FBpp0310505	-	CG12535	31311	protein_coding
FBgn0029657	FBtr0070534	FBpp0070509	-	CG12535	31311	protein_coding
FBgn0029657	FBtr0332304	FBpp0304583	-	CG12535	31311	protein_coding
FBgn0029657	FBtr0332302	FBpp0304581	-	CG12535	31311	protein_coding
FBgn0029657	FBtr0332303	FBpp0304582	-	CG12535	31311	protein_coding
FBgn0033867	FBtr0087629	FBpp0086755	-	Cpr50Ca	36523	protein_coding
FBgn0267425	FBtr0346761	-	-	asRNA:CR45778	-	ncRNA
FBgn0266144	FBtr0343677	-	-	asRNA:CR44850	-	ncRNA
FBgn0030816	FBtr0074383	FBpp0074157	-	CG16700	32694	protein_coding
FBgn0050406	FBtr0071736	-	-	tRNA:Gly-TCC-2-2	-	tRNA
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772225	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772409	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771838	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771910	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772004	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772075	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772715	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771879	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	318854	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772665	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772077	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771816	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771912	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3772702	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771803	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771981	protein_coding
FBgn0053864	FBtr0091868	FBpp0091110	-	His1:CG33864	3771818	protein_coding
FBgn0038012	FBtr0082567	FBpp0082039	-	CG10013	41494	protein_coding
FBgn0033788	FBtr0087797	FBpp0086910	-	CG13323	36433	protein_coding
FBgn0033788	FBtr0345360	FBpp0311515	-	CG13323	36433	protein_coding
FBgn0023535	FBtr0070088	FBpp0070083	-	arg	46717	protein_coding
FBgn0263847	FBtr0452214	-	-	snRNA:LU	-	snRNA
FBgn0039580	FBtr0085297	FBpp0084666	-	Gfat2	43373	protein_coding
FBgn0267648	FBtr0433521	FBpp0390653	-	pre-mod(mdg4)-G	26067058	protein_coding
FBgn0267648	FBtr0347111	FBpp0312472	-	pre-mod(mdg4)-G	26067058	protein_coding
FBgn0053783	FBtr0091784	FBpp0091042	-	CG33783	3771958	protein_coding
FBgn0259832	FBtr0112422	FBpp0111337	-	CG34229	5740848	protein_coding
FBgn0000206	FBtr0084949	FBpp0084323	-	boss	43146	protein_coding
FBgn0038318	FBtr0083122	FBpp0082576	-	CG6236	41857	protein_coding
FBgn0038318	FBtr0083121	FBpp0082575	-	CG6236	41857	protein_coding
FBgn0034566	FBtr0342788	FBpp0309629	-	CG9313	37374	protein_coding
FBgn0034566	FBtr0345666	FBpp0311721	-	CG9313	37374	protein_coding
FBgn0034566	FBtr0071521	FBpp0071450	-	CG9313	37374	protein_coding
FBgn0061362	FBtr0091786	FBpp0085563	-	CG33785	3772344	protein_coding
FBgn0264570	FBtr0333470	-	-	lncRNA:CR43942	-	ncRNA
FBgn0036796	FBtr0300052	FBpp0289329	-	CG18231	40026	protein_coding
FBgn0085475	FBtr0112750	FBpp0111662	-	CG34446	5740549	protein_coding
FBgn0031333	FBtr0077947	FBpp0077612	-	CG5561	33321	protein_coding
FBgn0050022	FBtr0289990	FBpp0288428	-	CG30022	36233	protein_coding
FBgn0065095	FBtr0091687	-	-	snmRNA:400	-	ncRNA
FBgn0031388	FBtr0334779	FBpp0306833	-	CG12674	33384	protein_coding
FBgn0031388	FBtr0077827	FBpp0077500	-	CG12674	33384	protein_coding
FBgn0261555	FBtr0302709	FBpp0291849	-	CG42673	39111	protein_coding
FBgn0261555	FBtr0302710	FBpp0291850	-	CG42673	39111	protein_coding
FBgn0261555	FBtr0302711	FBpp0291851	-	CG42673	39111	protein_coding
FBgn0001961	FBtr0080569	FBpp0080146	-	Arpc1	34793	protein_coding
FBgn0001961	FBtr0080570	FBpp0080147	-	Arpc1	34793	protein_coding
FBgn0038805	FBtr0083949	FBpp0083356	-	TFAM	42433	protein_coding
FBgn0038805	FBtr0083948	FBpp0083355	-	TFAM	42433	protein_coding
FBgn0026309	FBtr0089549	FBpp0088518	-	aft	37034	protein_coding
FBgn0040466	FBtr0078893	FBpp0078533	-	Dlip2	40579	protein_coding
FBgn0032620	FBtr0080957	FBpp0080510	-	CG12288	35027	protein_coding
FBgn0267464	FBtr0346836	-	-	asRNA:CR45814	-	ncRNA
FBgn0026400	FBtr0085320	FBpp0084689	-	Noa36	43384	protein_coding
FBgn0039421	FBtr0085027	FBpp0084399	-	CG6036	43185	protein_coding
FBgn0035308	FBtr0300831	FBpp0290055	-	CG15822	38273	protein_coding
FBgn0035308	FBtr0333450	FBpp0305641	-	CG15822	38273	protein_coding
FBgn0035308	FBtr0333451	FBpp0305642	-	CG15822	38273	protein_coding
FBgn0035308	FBtr0333452	FBpp0305643	-	CG15822	38273	protein_coding
FBgn0028882	FBtr0080644	-	-	tRNA:Pro-AGG-1-1	-	tRNA
FBgn0051100	FBtr0336756	FBpp0307732	-	CG31100	41075	protein_coding
FBgn0051100	FBtr0082011	FBpp0081489	-	CG31100	41075	protein_coding
FBgn0033010	FBtr0086080	FBpp0085416	-	Atf6	35480	protein_coding
FBgn0033010	FBtr0086081	FBpp0085417	-	Atf6	35480	protein_coding
FBgn0033010	FBtr0086079	FBpp0085415	-	Atf6	35480	protein_coding
FBgn0032910	FBtr0331376	FBpp0303794	-	CG9265	35369	protein_coding
FBgn0032910	FBtr0081507	FBpp0081035	-	CG9265	35369	protein_coding
FBgn0032910	FBtr0331377	FBpp0303795	-	CG9265	35369	protein_coding
FBgn0032910	FBtr0331378	FBpp0303796	-	CG9265	35369	protein_coding
FBgn0033729	FBtr0087921	FBpp0087032	-	Cpr49Af	36352	protein_coding
FBgn0033729	FBtr0345652	FBpp0311713	-	Cpr49Af	36352	protein_coding
FBgn0262302	FBtr0304450	-	-	mir-954	-	pre_miRNA
FBgn0031995	FBtr0079638	FBpp0079254	-	CG8475	34114	protein_coding
FBgn0031995	FBtr0079639	FBpp0079255	-	CG8475	34114	protein_coding
FBgn0031995	FBtr0335186	FBpp0307178	-	CG8475	34114	protein_coding
FBgn0029990	FBtr0071123	FBpp0071075	-	CG2233	31721	protein_coding
FBgn0267667	FBtr0347135	-	-	lncRNA:CR46005	-	ncRNA
FBgn0267667	FBtr0347134	-	-	lncRNA:CR46005	-	ncRNA
FBgn0266747	FBtr0345282	-	-	lncRNA:CR45220	-	ncRNA
FBgn0266747	FBtr0345281	-	-	lncRNA:CR45220	-	ncRNA
FBgn0264308	FBtr0331503	FBpp0303893	-	CG43778	34738	protein_coding
FBgn0264308	FBtr0331505	FBpp0303895	-	CG43778	34738	protein_coding
FBgn0264308	FBtr0331504	FBpp0303894	-	CG43778	34738	protein_coding
FBgn0031418	FBtr0331441	FBpp0303858	-	CG3609	33421	protein_coding
FBgn0031418	FBtr0303027	FBpp0292146	-	CG3609	33421	protein_coding
FBgn0031418	FBtr0077791	FBpp0077468	-	CG3609	33421	protein_coding
FBgn0085405	FBtr0112608	FBpp0111520	-	CG34376	42638	protein_coding
FBgn0085405	FBtr0112609	FBpp0111521	-	CG34376	42638	protein_coding
FBgn0266843	FBtr0345571	-	-	asRNA:CR45305	-	ncRNA
FBgn0052834	FBtr0303210	FBpp0292307	-	CG32834	318238	protein_coding
FBgn0263144	FBtr0336519	FBpp0307591	-	bin3	35552	protein_coding
FBgn0263144	FBtr0085992	FBpp0085336	-	bin3	35552	protein_coding
FBgn0263144	FBtr0085993	FBpp0085337	-	bin3	35552	protein_coding
FBgn0263144	FBtr0346718	FBpp0312329	-	bin3	35552	protein_coding
FBgn0266790	FBtr0345415	-	-	lncRNA:CR45255	-	ncRNA
FBgn0038421	FBtr0083323	FBpp0082773	-	CG17931	8674030	protein_coding
FBgn0038421	FBtr0345208	FBpp0311403	-	CG17931	8674030	protein_coding
FBgn0038421	FBtr0392900	FBpp0352242	-	CG17931	8674030	protein_coding
FBgn0038421	FBtr0332177	FBpp0304486	-	CG17931	8674030	protein_coding
FBgn0037520	FBtr0081772	FBpp0081269	-	CG18268	40923	protein_coding
FBgn0036411	FBtr0075748	FBpp0075490	-	Sox21a	39567	protein_coding
FBgn0036411	FBtr0330178	FBpp0303211	-	Sox21a	39567	protein_coding
FBgn0038527	FBtr0083500	FBpp0082925	-	CG14324	42119	protein_coding
FBgn0011270	FBtr0082620	FBpp0082089	-	Pglym87	46246	protein_coding
FBgn0086034	FBtr0114310	-	-	snoRNA:Me28S-G2743	-	snoRNA
